Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_301.jpg;0;0;0;4.702652;104.0432;174.2399;359.0795;102.3405;359.9519
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_351.jpg;-1.503445;0;0;4.691993;104.0028;174.4234;359.099;102.3291;359.9662
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_400.jpg;-3.756146;0;0;4.673915;103.9439;174.6984;359.1452;102.1209;359.9656
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_450.jpg;-2.996544;0;0;4.662903;103.9062;174.8814;359.1688;101.8454;359.9301
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_501.jpg;-0.7441571;0;0;4.647059;103.8505;175.1551;359.1945;101.5138;359.8715
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_550.jpg;0;0;0;4.636581;103.8136;175.3369;359.2054;101.4062;359.8381
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_600.jpg;0;0;0;4.61947;103.7576;175.6093;359.2614;101.3542;359.843
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_650.jpg;0;0;0;4.608869;103.721;175.7904;359.289;101.339;359.8364
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_701.jpg;0;0;0;4.593281;103.6665;176.0611;359.3173;101.329;359.8243
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_751.jpg;0;0;0;4.58294;103.6303;176.2409;359.328;101.3264;359.8174
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_801.jpg;0.7510481;0;0;4.567481;103.5763;176.5096;359.3325;101.3358;359.8121
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_850.jpg;3.003029;0;0;4.556523;103.5392;176.6884;359.3562;101.4395;359.8584
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_901.jpg;5.257651;0;0;4.54013;103.482;176.955;359.3733;101.8529;359.9644
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_05_950.jpg;5.990501;0;0;4.529152;103.4422;177.1317;359.3757;102.302;0.07307921
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_000.jpg;3.752044;0;0;4.513163;103.3811;177.3957;359.3876;102.9887;0.2437184
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_050.jpg;0;0;0;4.501565;103.34;177.5712;359.4088;103.3167;0.3391038
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_100.jpg;-2.253347;0;0;4.486138;103.279;177.8336;359.4243;103.4258;0.4527178
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_150.jpg;-4.503093;0;0;4.475332;103.2397;178.0087;359.4543;103.2661;0.4632224
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_200.jpg;-6.745208;0;0;4.458965;103.183;178.2706;359.4748;102.6831;0.4225534
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_250.jpg;-4.490456;0;0;4.448349;103.1469;178.4449;359.4771;102.182;0.3574161
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_300.jpg;-2.245958;0;0;4.433417;103.094;178.7055;359.4692;101.579;0.2388197
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_350.jpg;0;0;0;4.42351;103.0592;178.8787;359.4572;101.337;0.1567978
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_400.jpg;0;0;0;4.408609;103.0072;179.1375;359.4297;101.1878;0.03924076
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_450.jpg;0;0;0;4.398655;102.973;179.3096;359.4056;101.149;359.9616
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_500.jpg;-1.488998;0;0;4.383053;102.9215;179.5673;359.396;101.1011;359.8821
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_550.jpg;-3.741163;0;0;4.372314;102.8886;179.7389;359.3902;100.9502;359.8098
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_600.jpg;-5.996247;0;0;4.355654;102.8416;179.9962;359.4043;100.4404;359.6824
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_650.jpg;-8.247747;0;0;4.344023;102.813;180.1675;359.4134;99.88971;359.5526
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_700.jpg;-10.48816;0;0;4.325419;102.774;180.425;359.4721;98.75894;359.3318
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_750.jpg;-9.749381;0;0;4.31184;102.7504;180.5973;359.5712;97.89493;359.2002
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_800.jpg;-7.501372;0;0;4.291966;102.7185;180.8566;359.7971;96.71405;359.0361
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_850.jpg;-5.251165;0;0;4.279767;102.6995;181.0295;359.9736;96.03415;358.9425
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_900.jpg;-4.514527;0;0;4.265696;102.6734;181.2858;0.09329779;95.21439;358.8633
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_06_950.jpg;-6.755017;0;0;4.256928;102.6574;181.4545;0.06034423;94.62027;358.8745
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_000.jpg;-9.001454;0;0;4.240652;102.6393;181.7054;359.918;93.56674;358.8844
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_050.jpg;-11.26158;0;0;4.230069;102.6307;181.8734;359.8817;92.78244;358.8812
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_100.jpg;-13.50261;0;0;4.20723;102.6237;182.1257;359.905;91.34454;358.8615
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_150.jpg;-11.24604;0;0;4.192532;102.623;182.2941;359.9711;90.27478;358.8451
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_200.jpg;-9.002673;0;0;4.175825;102.6264;182.5445;359.9934;88.75217;358.8513
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_250.jpg;-6.751302;0;0;4.16644;102.6313;182.7103;359.9762;87.86803;358.8764
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_300.jpg;-4.50322;0;0;4.150439;102.6429;182.9588;359.9777;86.87064;358.8991
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_350.jpg;-2.254731;0;0;4.140533;102.6524;183.1239;359.9811;86.40138;358.9109
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_400.jpg;-0.006759614;0;0;4.125735;102.6677;183.3708;359.9782;86.02133;358.9448
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_450.jpg;0;0;0;4.116252;102.6784;183.5349;359.9747;85.92918;358.9811
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_500.jpg;0;0;0;4.102264;102.695;183.7802;359.957;85.87994;359.0439
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_550.jpg;0;0;0;4.093059;102.7063;183.9431;359.9352;85.86978;359.0909
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_600.jpg;0;0;0;4.079328;102.7234;184.1864;359.8913;85.86638;359.173
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_650.jpg;0;0;0;4.070177;102.7348;184.3481;359.8561;85.86765;359.2364
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_700.jpg;0;0;0;4.056465;102.752;184.5898;359.7918;85.86872;359.3363
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_750.jpg;0;0;0;4.047365;102.7634;184.7505;359.7498;85.87283;359.4147
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_800.jpg;0;0;0;4.033652;102.7806;184.9905;359.6749;85.87417;359.5274
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_850.jpg;0;0;0;4.024617;102.792;185.1502;359.6262;85.87771;359.6099
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_900.jpg;-1.495944;0;0;4.010691;102.8095;185.3889;359.5547;85.83609;359.726
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_07_950.jpg;-3.747998;0;0;4.001609;102.8223;185.5474;359.5034;85.67284;359.7744
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_000.jpg;-5.990963;0;0;3.98696;102.8438;185.7846;359.4441;85.12843;359.8048
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_050.jpg;-8.250241;0;0;3.976685;102.8607;185.942;359.4065;84.5513;359.7711
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_100.jpg;-10.48048;0;0;3.959795;102.8904;186.1771;359.3772;83.34534;359.6522
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_150.jpg;-12.73783;0;0;3.947677;102.9142;186.3327;359.3585;82.31298;359.4931
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_200.jpg;-14.99713;0;0;3.928783;102.9544;186.5661;359.442;80.54647;359.2671
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_250.jpg;-12.75553;0;0;3.915943;102.9848;186.7215;359.5627;79.34805;359.1095
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_300.jpg;-10.50032;0;0;3.899365;103.0347;186.9553;359.8912;77.748;358.9618
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_350.jpg;-8.257318;0;0;3.880514;103.071;187.1089;0.06791423;76.7756;358.8587
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_400.jpg;-6.01378;0;0.1495692;3.864157;103.1253;187.3345;0.1094792;75.41299;358.8656
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_450.jpg;-3.760321;0;0.2997997;3.841864;103.1625;187.4805;359.9805;74.67686;358.9233
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_500.jpg;-1.506235;0;0.4500722;3.758066;103.2204;187.6936;359.7333;74.09373;359.0099
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_550.jpg;0;0;0.6002325;3.69528;103.2587;187.8325;359.5632;73.83308;359.123
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_599.jpg;0;0;0.7508794;3.58575;103.3152;188.0353;359.305;73.49461;359.3853
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_650.jpg;0;0;0.8998944;3.500636;103.3521;188.1662;359.1304;73.28215;359.6283
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_699.jpg;0;0;1;3.332753;103.4059;188.351;358.7188;73.11354;0.01264395
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_749.jpg;0;0;1;3.186184;103.443;188.4663;358.4027;73.0685;0.1080013
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_800.jpg;0;0;1;3.071024;103.4987;188.6354;358.0503;72.78368;0.1179595
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_850.jpg;0;0;1;2.985969;103.5374;188.7462;357.968;72.46332;359.9825
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_899.jpg;0;0;1;2.866241;103.5905;188.91;357.9687;72.03643;359.9936
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_950.jpg;0;0;1;2.792943;103.6262;189.0171;358.0946;71.87605;359.9898
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_08_999.jpg;0;0;1;2.672951;103.679;189.1746;358.4338;71.68296;359.9872
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_050.jpg;0;0;1;2.59248;103.7132;189.2772;358.7306;71.60329;0.009769621
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_099.jpg;0;0;1;2.36545;103.7593;189.4139;358.8879;71.5638;0.01343902
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_149.jpg;0;0;1;2.177407;103.7863;189.4931;358.7531;71.54114;-0.00383187
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_200.jpg;0;0;1;2.014304;103.8236;189.6039;358.537;71.51588;359.9937
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_249.jpg;0;0;1;1.937288;103.8477;189.6758;358.4944;71.505;359.9936
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_299.jpg;0;0;1;1.816123;103.883;189.7807;358.5788;71.4951;-0.00332918
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_349.jpg;0;0;1;1.738781;103.9059;189.8489;358.7541;71.4887;-0.002908761
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_399.jpg;0;0;1;1.543946;103.9354;189.9361;358.7661;71.48471;-0.002396271
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_449.jpg;0;0;1;1.404524;103.9522;189.9859;358.6523;71.47689;-0.00432097
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_499.jpg;0;0;1;1.245471;103.9757;190.0558;358.5621;71.4772;-0.0002168734
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_549.jpg;0;0;1;1.169661;103.9909;190.1007;358.6226;71.48306;0.0004137329
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_599.jpg;0;0;1;1.032902;104.0107;190.1587;358.6564;71.54605;-0.003660374
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_649.jpg;0;0;1;0.9002365;104.0216;190.1908;358.6168;71.55168;-0.004613656
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_699.jpg;0;0;1;0.7270942;104.0348;190.2305;358.519;71.627;0.006794412
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_749.jpg;0;0;1;0.5884659;104.0416;190.2508;358.4683;71.68015;0.003430007
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_799.jpg;0;0;1;0.3888491;104.0487;190.2716;358.4168;71.75341;359.9938
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_849.jpg;0;0;1;0.2459305;104.0516;190.2801;358.4038;71.762;359.9934
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_899.jpg;0;0;0;0.03175611;104.0526;190.284;358.4073;71.75462;0.009834228
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_949.jpg;0;0;0;-0.02836822;104.0527;190.284;358.4935;71.75186;0.009889957
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_09_999.jpg;2.245828;0;0;-0.08803329;104.0526;190.284;358.8183;72.0282;359.9917
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_049.jpg;4.493707;0;0;-0.09869225;104.0526;190.284;359.0454;72.47701;0.004203417
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_099.jpg;6.748792;0;0;-0.09912231;104.0526;190.2838;359.379;73.55608;0.02107813
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_149.jpg;8.993714;0;0;-0.0967471;104.0526;190.2837;359.5948;74.54559;0.02661433
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_199.jpg;11.24329;0;0;-0.09192759;104.0525;190.2836;359.9045;76.43433;0.02128539
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_249.jpg;13.49477;0;0;-0.08797278;104.0525;190.2836;0.09923033;77.96318;0.006613283
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_299.jpg;15;0;0;-0.08103009;104.0525;190.2835;0.3691624;80.61736;359.966
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_349.jpg;15;0;0;-0.07579637;104.0525;190.2834;0.5271205;82.41763;359.9334
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_399.jpg;15;0;0;-0.05835749;104.0524;190.2833;0.7172418;85.11818;359.8956
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_449.jpg;15;0;0;-0.04985433;104.0524;190.2832;0.8192711;86.91858;359.8737
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_499.jpg;15;0;0;-0.03823034;104.0524;190.2832;0.9382186;89.61914;359.8463
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_549.jpg;15;0;0;-0.03135477;104.0524;190.2832;0.9948708;91.41943;359.8341
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_599.jpg;15;0;0;-0.02207641;104.0524;190.2831;1.031303;94.11951;359.8463
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_649.jpg;15;0;0;-0.0253665;104.0525;190.2831;1.02674;95.91931;359.8752
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_699.jpg;15;0;0;0.02841804;104.0525;190.2831;1.004579;98.61896;359.9233
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_749.jpg;15;0;0;0.02860038;104.0525;190.2831;0.9840776;100.4187;359.9543
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_799.jpg;15;0;0;0.02919431;104.0525;190.2831;0.9454895;103.1183;-0.0002883346
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_849.jpg;15;0;0;0.02976462;104.0526;190.2831;0.9145313;104.9181;0.02979284
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_899.jpg;15;0;0;0.03023147;104.0526;190.2831;0.8558649;107.6176;0.06933325
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_949.jpg;15;0;0;0.03082155;104.0526;190.2832;0.8114381;109.4174;0.0944136
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_10_999.jpg;15;0;0;0.03181637;104.0526;190.2832;0.7405897;112.1171;0.1330308
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_049.jpg;15;0;0;0.03223484;104.0526;190.2832;0.6903678;113.9169;0.158472
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_099.jpg;15;0;0;0.03272616;104.0526;190.2832;0.6120835;116.6167;0.1961543
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_149.jpg;15;0;0;0.03282574;104.0526;190.2833;0.5591153;118.4166;0.2213365
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_199.jpg;15;0;0;0.03263739;104.0526;190.2833;0.4795533;121.1165;0.2587304
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_249.jpg;15;0;0;0.03229412;104.0527;190.2834;0.4270067;122.9165;0.2831116
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_299.jpg;15;0;0;0.03147693;104.0526;190.2834;0.3497948;125.6165;0.3183358
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_349.jpg;15;0;0;0.03074949;104.0526;190.2834;0.2998345;127.4166;0.3406101
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_399.jpg;15;0;0;0.02942378;104.0526;190.2835;0.2278042;130.1168;0.3716948
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_449.jpg;15;0;0;0.02841012;104.0526;190.2835;0.1820315;131.9169;0.3905783
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_499.jpg;15;0;0;0.02674456;104.0526;190.2835;0.1171554;134.6171;0.4156943
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_549.jpg;15;0;0;0.02556824;104.0526;190.2836;0.07660627;136.4173;0.4300642
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_599.jpg;15;0;0;0.02376081;104.0526;190.2836;0.0200429;139.1175;0.4477135
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_649.jpg;15;0;0;0.02256042;104.0526;190.2836;359.9852;140.9177;0.4567166
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_699.jpg;15;0;0;0.02080795;104.0526;190.2836;359.9374;143.6181;0.4659097
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_749.jpg;15;0;0;0.01862006;104.0526;190.2837;359.9116;145.4183;0.4652477
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_799.jpg;15;0;0;0.01682354;104.0525;190.2837;359.8792;148.1186;0.4567201
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_849.jpg;15;0;0;0.01599825;104.0525;190.2837;359.8607;149.9187;0.4471122
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_899.jpg;15;0;0;0.01550328;104.0525;190.2837;359.8366;152.619;0.4275115
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_949.jpg;15;0;0;0.01538968;104.0525;190.2837;359.8225;154.4191;0.4116768
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_11_999.jpg;15;0;0;0.01547886;104.0525;190.2837;359.8041;157.1191;0.3838089
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_049.jpg;15;0;0;0.01558234;104.0525;190.2837;359.7932;158.9192;0.3633764
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_099.jpg;15;0;0;0.01575373;104.0524;190.2837;359.7785;161.6193;0.3305034
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_149.jpg;15;0;0;0.01582178;104.0524;190.2837;359.7697;163.4193;0.3074552
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_199.jpg;15;0;0;0.01584969;104.0524;190.2837;359.758;166.1193;0.2716725
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_249.jpg;15;0;0;0.01580978;104.0524;190.2836;359.7512;167.9193;0.2472876
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_299.jpg;15;0;0;0.01565455;104.0524;190.2836;359.7424;170.6193;0.2103662
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_349.jpg;15;0;0;0.01548694;104.0524;190.2836;359.7375;172.4193;0.1857699
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_399.jpg;15;0;0;0.01514344;104.0524;190.2836;359.7315;175.1192;0.1492934
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_449.jpg;15;0;0;0.01485722;104.0524;190.2836;359.7286;176.9191;0.1254615
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_499.jpg;15;0;0;0.0143553;104.0524;190.2836;359.7256;179.6191;0.09075905
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_549.jpg;15;0;0;0.01397952;104.0524;190.2835;359.7246;181.419;0.06848268
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_599.jpg;15;0;0;0.01337063;104.0524;190.2835;359.7248;184.1189;0.03659146
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_649.jpg;15;0;0;0.01294498;104.0524;190.2835;359.7259;185.9189;0.01645949
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_699.jpg;15;0;0;-0.0122943;104.0524;190.2835;359.7292;188.6188;359.9881
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_749.jpg;15;0;0;-0.0118637;104.0524;190.2835;359.7324;190.4188;359.9705
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_799.jpg;15;0;0;-0.01123949;104.0524;190.2835;359.7389;193.1187;359.9462
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_849.jpg;15;0;0;-0.01084774;104.0524;190.2835;359.7442;194.9187;359.9313
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_899.jpg;15;0;0;-0.01031174;104.0524;190.2834;359.7538;197.6187;359.9111
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_949.jpg;15;0;0;0;104.0524;190.2834;359.7612;199.4187;359.899
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_12_999.jpg;15;0;0;0;104.0524;190.2834;359.7737;202.1187;359.883
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_13_049.jpg;15;0;0;0;104.0524;190.2834;359.7829;203.9187;359.8737
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_13_099.jpg;15;0;0;0;104.0524;190.2834;359.7979;206.6188;359.8616
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_13_149.jpg;15;0;0;0;104.0525;190.2834;359.8087;208.4188;359.8548
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_13_199.jpg;15;0;0;0;104.0525;190.2834;359.8259;211.1188;359.8463
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_13_249.jpg;15;0;0;0;104.0525;190.2834;359.838;212.9188;359.8419
