Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_353.jpg;-2.268607;0;0;3.695499;141.1823;109.2928;359.9412;313.3224;358.9731
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_403.jpg;-0.01307929;0;0;3.686988;141.334;109.1311;359.977;312.9784;359.0178
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_452.jpg;0;0;0;3.674705;141.4346;109.0236;359.9846;312.8967;359.0543
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_503.jpg;-1.501117;0;0;3.66653;141.5842;108.8626;359.9783;312.8032;359.1092
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_553.jpg;-3.760155;0;0;3.653966;141.6828;108.7549;359.967;312.6347;359.1336
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_603.jpg;-6.004302;0;0;3.644964;141.8281;108.592;359.948;312.0689;359.131
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_652.jpg;-8.253603;0;0;3.630869;141.9228;108.4823;359.9343;311.4883;359.0965
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_703.jpg;-10.5008;0;0;3.620219;142.0607;108.3154;359.9172;310.2628;358.975
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_752.jpg;-12.75446;0;0;3.604304;142.1502;108.2024;359.9258;309.2525;358.872
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_803.jpg;-15;0;0;3.592865;142.2808;108.0299;0.01352692;307.4411;358.7606
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_852.jpg;-15;0;0;3.575423;142.3646;107.9152;359.9861;306.0803;358.7649
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_902.jpg;-15;0;0;3.56425;142.4858;107.7397;0.005422877;303.9985;358.8733
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_56_952.jpg;-15;0;0;3.539001;142.5601;107.62;359.987;302.5658;358.8599
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_003.jpg;-15;0;0;3.525925;142.6654;107.4372;359.9897;300.384;358.7965
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_053.jpg;-15;0;0;3.510192;142.732;107.3141;-0.004211825;298.936;358.7789
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_102.jpg;-14.25464;0;0;3.499203;142.8275;107.1276;0.01612597;296.7869;358.8477
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_152.jpg;-11.99562;0;0;3.480834;142.8858;107.0022;359.9864;295.4303;358.8534
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_202.jpg;-9.75868;0;0;3.470613;142.9685;106.812;359.9736;293.6719;358.846
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_252.jpg;-7.514015;0;0;3.458152;143.0211;106.6841;359.9888;292.6978;358.8401
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_303.jpg;-8.251632;0;0;3.4496;143.0972;106.492;359.994;291.4899;358.8747
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_352.jpg;-10.49426;0;0;3.434456;143.1446;106.3632;-0.003712835;290.6303;358.8819
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_402.jpg;-12.74233;0;0;3.422933;143.2095;106.169;359.9873;289.0513;358.835
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_452.jpg;-15;0;0;3.40789;143.2496;106.0392;359.9813;287.8437;358.8184
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_503.jpg;-13.50025;0;0;3.395761;143.3036;105.8429;0.01804996;285.8519;358.7982
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_552.jpg;-11.24683;0;0;3.380715;143.3369;105.7129;359.979;284.5895;358.8393
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_602.jpg;-9.003827;0;0;3.370323;143.3818;105.5165;359.9676;282.9846;358.8901
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_652.jpg;-6.746489;0;0;3.358194;143.4088;105.385;359.9753;282.0977;358.8995
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_702.jpg;-4.49654;0;0;3.350682;143.447;105.1877;359.9934;281.0972;358.9189
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_752.jpg;-2.254757;0;0;3.339255;143.4714;105.0563;-0.001015844;280.6261;358.9355
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_802.jpg;0;0;0;3.331817;143.5074;104.86;359.991;280.2704;358.9759
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_852.jpg;0;0;0;3.320548;143.5314;104.7295;359.9785;280.1957;359.0189
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_902.jpg;0;0;0;3.313123;143.567;104.5344;359.9496;280.1613;359.0961
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_57_952.jpg;2.246567;0;0;3.301924;143.5908;104.4049;359.9218;280.2057;359.1614
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_002.jpg;1.502761;0;0;3.294164;143.6277;104.2117;359.8656;280.4597;359.2959
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_052.jpg;0;0;0;3.283266;143.6519;104.0833;359.8219;280.5688;359.3822
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_102.jpg;0;0;0;3.27583;143.688;103.8912;359.7572;280.6258;359.5137
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_152.jpg;0;0;0;3.264828;143.7119;103.7636;359.7096;280.6371;359.5993
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_202.jpg;0;0;0;3.257489;143.7477;103.5728;359.6336;280.6422;359.7247
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_252.jpg;0;0;0;3.246476;143.7714;103.446;359.5811;280.6428;359.8052
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_302.jpg;0;0;0;3.23879;143.8071;103.2561;359.5178;280.6487;359.9361
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_352.jpg;0;0;0;3.227763;143.8307;103.1299;359.4748;280.6494;0.01458771
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_402.jpg;0;0;0;3.22042;143.8657;102.9407;359.4281;280.6402;0.1012006
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_452.jpg;0;0;0;3.20845;143.889;102.8148;359.4084;280.6335;0.1460769
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_502.jpg;0;0;0;3.20069;143.9239;102.6261;359.3989;280.6205;0.1872276
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_552.jpg;0;0;0;3.189356;143.9472;102.5007;359.3966;280.6161;0.2103086
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_602.jpg;0;0;0;3.182106;143.9822;102.3131;359.3902;280.6138;0.2409292
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_652.jpg;0;0;0;3.170533;144.0052;102.188;359.404;280.6043;0.2350012
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_702.jpg;0;0;0;3.163306;144.0399;102.0012;359.4171;280.6002;0.2337912
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_752.jpg;0;0;0;3.152565;144.0631;101.8771;359.4225;280.5993;0.2314688
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_802.jpg;0;0;0;3.145431;144.0978;101.6915;359.426;280.5989;0.2245797
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_851.jpg;0;0;0;3.134148;144.1206;101.5679;359.4428;280.591;0.1982514
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_902.jpg;0;0;0;3.127036;144.155;101.3831;359.459;280.5878;0.168567
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_58_952.jpg;0;0;0;3.116444;144.1779;101.2604;359.4656;280.5873;0.1492753
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_002.jpg;0;0;0;3.109406;144.2122;101.077;359.4699;280.5871;0.1203153
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_052.jpg;0;0;0;3.098877;144.235;100.9551;359.4692;280.5871;0.1011538
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_102.jpg;0;0;0;3.091875;144.2689;100.7727;359.4714;280.5829;0.06331362
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_152.jpg;0;0;0;3.08087;144.2915;100.6513;359.4778;280.5795;0.0333519
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_202.jpg;0;0;0;3.073906;144.3254;100.47;359.4818;280.578;-0.005681557
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_251.jpg;0;0;0;3.063492;144.348;100.3495;359.4809;280.5778;359.9707
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_302.jpg;0;0;0.150201;3.048601;144.3818;100.17;359.4662;280.5836;359.9523
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_351.jpg;0;0;0.2996249;3.001175;144.404;100.0524;359.4249;280.5881;359.948
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_402.jpg;0;0;0.450087;2.947225;144.4364;99.88135;359.2713;280.6007;359.9643
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_452.jpg;0;0;0.6002351;2.840518;144.4569;99.77226;359.0764;280.6057;359.9755
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_502.jpg;0;0;0.7503807;2.750312;144.4864;99.61715;358.6743;280.6255;0.024496
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_552.jpg;0;0;0.8994449;2.613142;144.504;99.51833;358.4036;280.6121;359.9917
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_602.jpg;0;0;0;2.564941;144.5315;99.37041;358.2;280.5808;-0.003567546
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_651.jpg;0;0;0;2.549918;144.5506;99.26784;358.3344;280.5712;0.003129856
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_702.jpg;0;0;0;2.531335;144.5796;99.11;358.8135;280.6343;-0.003450525
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_751.jpg;0;0;0;2.463243;144.5986;99.00777;359.1222;280.6102;-0.002073719
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_801.jpg;0;0;0;2.457337;144.6271;98.85535;359.5588;280.6004;0.005402607
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_851.jpg;0;0;0.09978873;2.446634;144.646;98.75461;359.8176;280.5988;0.01002069
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_902.jpg;0;0;0.2499565;2.420942;144.6736;98.60691;0.1078614;280.5983;0.01614664
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_55_59_952.jpg;0;0;0.3996821;2.356285;144.6914;98.51207;0.2077956;280.5983;0.01971844
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_002.jpg;0;0;0.5496984;2.290736;144.7165;98.37769;0.1697002;280.5984;0.02432811
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_051.jpg;0;0;0.7002516;2.166385;144.732;98.29453;0.0005499526;280.5986;0.0269064
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_102.jpg;0;0;0.8505278;2.060579;144.7531;98.18166;359.4998;280.5989;0.03003744
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_152.jpg;0;0;0.998938;1.875673;144.765;98.11445;359.0386;280.5781;359.9876
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_202.jpg;0;0;1;1.761758;144.7823;98.02358;358.2943;280.6111;359.9942
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_251.jpg;0;0;1;1.632939;144.7933;97.96523;357.896;280.6476;-0.00572206
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_302.jpg;0;0;1;1.552884;144.8093;97.88063;357.4596;280.6908;-0.003102407
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_351.jpg;0;0;1;1.446971;144.8196;97.826;357.2976;280.7081;-0.004739392
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_402.jpg;0;0;1;1.370146;144.8349;97.74654;357.2412;280.7423;0.007580476
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_451.jpg;0;0;1;1.247816;144.8434;97.69558;357.3136;280.7377;359.946
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_502.jpg;0;0;1;1.168185;144.8583;97.62236;357.6168;280.7625;-0.00258689
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_551.jpg;0;0;1;1.032566;144.8672;97.57538;357.9259;280.7745;-0.005492734
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_601.jpg;0;0;1;0.9644368;144.8802;97.50758;358.5522;280.7976;-0.002209791
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_651.jpg;0;0;1;0.7662076;144.8873;97.46973;358.9084;280.7751;-0.0001113243
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_702.jpg;0;0;1;0.5851893;144.8937;97.43504;358.9554;280.7073;-0.001892237
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_751.jpg;0;0;1;0.301431;144.8952;97.42669;358.6915;280.694;-0.002969105
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_801.jpg;0;0;1;0.1414973;144.8954;97.42625;358.2265;280.7048;0.01092712
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_851.jpg;0;0;1;0.07053144;144.8954;97.42615;358.054;280.7021;0.01562278
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_901.jpg;0;0;0;0;144.8954;97.42601;358.0584;280.6573;0.0008209077
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_00_951.jpg;0;0;0;-0.07647052;144.8954;97.42596;358.2066;280.6572;359.9849
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_002.jpg;0;0;0;-0.1289084;144.8955;97.42593;358.6537;280.6736;0.0135807
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_051.jpg;0;0;0;-0.1674705;144.8955;97.42603;359.0314;280.6724;0.04428072
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_101.jpg;0;0;0;-0.1623971;144.8954;97.42626;359.5741;280.6724;0.0885463
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_151.jpg;0;0;0;-0.1526663;144.8954;97.4264;359.919;280.6719;0.1147537
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_201.jpg;0;0;0;-0.1449676;144.8953;97.42657;0.4053431;280.6707;0.1489216
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_251.jpg;0;0;0;-0.1240082;144.8953;97.42667;0.6897528;280.6691;0.1513915
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_301.jpg;0;0;0;-0.1070634;144.8953;97.42678;1.04892;280.6681;0.1196923
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_351.jpg;0;0;0;-0.08062636;144.8952;97.42683;1.23541;280.6681;0.06888162
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_401.jpg;-1.509615;0;0;-0.04634613;144.895;97.42686;1.32363;280.5319;359.9355
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_451.jpg;0;0;0;0.03959106;144.8961;97.42709;1.264034;280.4823;359.9237
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_501.jpg;0;0;0;0.04965746;144.8969;97.42722;1.090181;280.483;359.9586
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_551.jpg;-1.497736;0;0;0.05537282;144.897;97.42719;0.9657487;280.4375;359.9735
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_601.jpg;-3.747962;0;0;0.05634031;144.897;97.42713;0.776491;279.898;-0.002796065
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_651.jpg;-6.004357;0;0;0.05676175;144.897;97.42709;0.6490627;279.3139;0.01237387
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_701.jpg;-8.257963;0;0;0.05638286;144.897;97.42702;0.4588068;277.9633;0.0321274
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_751.jpg;-10.49576;0;0;0.05492431;144.897;97.42697;0.3341499;276.8397;0.04047147
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_801.jpg;-12.75437;0;0;0.05341605;144.897;97.4269;0.1530626;274.6797;0.04394123
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_851.jpg;-14.99556;0;0;0.0504263;144.897;97.42686;0.03794038;273.0143;0.03859876
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_901.jpg;-15;0;0;0.04799718;144.897;97.42679;359.8765;270.3143;0.01854651
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_01_951.jpg;-15;0;0;0.04379041;144.897;97.42675;359.7777;268.5143;-0.001900293
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_001.jpg;-15;0;0;0.04066942;144.897;97.42669;359.6446;265.8141;359.9592
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_051.jpg;-15;0;0;0.03560882;144.897;97.42665;359.5668;264.014;359.9292
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_101.jpg;-15;0;0;0.02965265;144.897;97.4266;359.473;261.3138;359.8875
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_151.jpg;-15;0;0;0.02126443;144.897;97.42657;359.4275;259.5137;359.8657
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_201.jpg;-15;0;0;0.0166034;144.897;97.42654;359.3799;256.8137;359.8392
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_251.jpg;-15;0;0;0.01087774;144.897;97.42652;359.3604;255.0136;359.8259
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_301.jpg;-15;0;0;0;144.897;97.42651;359.347;252.3137;359.812
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_351.jpg;-15;0;0;0;144.897;97.42651;359.3472;250.5138;359.8069
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_402.jpg;-15;0;0;0;144.897;97.42651;359.3588;247.814;359.8047
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_451.jpg;-15;0;0;-0.01036359;144.897;97.42652;359.3728;246.0142;359.8067
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_501.jpg;-15;0;0;-0.0118851;144.897;97.42653;359.401;243.3145;359.8141
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_551.jpg;-15;0;0;-0.01410492;144.897;97.42654;359.4236;241.5147;359.8217
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_601.jpg;-15;0;0;-0.01548128;144.897;97.42657;359.4623;238.8151;359.8373
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_651.jpg;-15;0;0;-0.01727608;144.897;97.42658;359.4908;237.0153;359.8507
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_701.jpg;-15;0;0;-0.01826497;144.897;97.42661;359.5366;234.3156;359.8748
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_751.jpg;-15;0;0;-0.01941252;144.897;97.42663;359.5684;232.5159;359.8934
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_801.jpg;-15;0;0;-0.01994948;144.897;97.42666;359.617;229.8161;359.9244
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_851.jpg;-15;0;0;-0.02041954;144.897;97.42667;359.6495;228.0163;359.9468
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_901.jpg;-15;0;0;-0.0205148;144.897;97.4267;359.6976;225.3165;359.9823
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_02_951.jpg;-15;0;0;-0.02035037;144.8969;97.42673;359.7289;223.5166;0.006835101
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_001.jpg;-15;0;0;-0.02004993;144.8969;97.42676;359.7738;220.8168;0.04419828
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_051.jpg;-15;0;0;-0.01934352;144.8969;97.42677;359.8023;219.0168;0.06905816
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_101.jpg;-15;0;0;-0.01872118;144.8969;97.4268;359.8423;216.3168;0.1055735
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_151.jpg;-15;0;0;-0.01759575;144.8969;97.42682;359.867;214.5168;0.129011
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_201.jpg;-15;0;0;-0.0167396;144.8969;97.42684;359.9011;211.8168;0.1621937
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_251.jpg;-15;0;0;-0.01534107;144.8969;97.42686;359.9218;210.0167;0.182679
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_302.jpg;-15;0;0;-0.01435691;144.897;97.42687;359.9497;207.3167;0.2104786
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_351.jpg;-15;0;0;-0.01285021;144.897;97.42689;359.9664;205.5166;0.2268254
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_402.jpg;-15;0;0;-0.01185486;144.897;97.4269;359.9885;202.8164;0.2477529
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_451.jpg;-15;0;0;-0.01043026;144.897;97.4269;0.00144193;201.0164;0.259176
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_502.jpg;-15;0;0;0;144.897;97.42691;0.018476;198.3163;0.2723769
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_551.jpg;-15;0;0;0;144.897;97.42692;0.02837108;196.5161;0.2785195
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_601.jpg;-15;0;0;0;144.897;97.42692;0.04129745;193.8161;0.2837702
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_651.jpg;-15;0;0;0;144.897;97.42693;0.04880107;192.0161;0.2846831
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_701.jpg;-15;0;0;0;144.897;97.42693;0.05865869;189.316;0.2823333
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_751.jpg;-15;0;0;0;144.897;97.42692;0.06445105;187.516;0.278417
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_801.jpg;-15;0;0;0;144.897;97.42692;0.07221462;184.8159;0.2692949
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_851.jpg;-15;0;0;0;144.897;97.42692;0.07689995;183.0159;0.2612313
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_901.jpg;-15;0;0;0;144.897;97.42691;0.08337933;180.3159;0.2465114
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_03_951.jpg;-15;0;0;0;144.897;97.4269;0.08742511;178.5159;0.2351673
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_04_001.jpg;-15;0;0;0;144.897;97.4269;0.09320703;175.8159;0.2162404
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_04_051.jpg;-15;0;0;0;144.897;97.42689;0.09692257;174.0158;0.2025776
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_04_101.jpg;-15;0;0;0;144.897;97.42688;0.1023433;171.3158;0.1809088
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_04_151.jpg;-15;0;0;0;144.897;97.42687;0.105872;169.5157;0.1659036
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_04_202.jpg;-15;0;0;0;144.897;97.42686;0.1110328;166.8157;0.1429221
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_04_251.jpg;-15;0;0;0;144.897;97.42685;0.1143701;165.0157;0.1274867
D:\RoboND\RoboND-Rover-Project\data\IMG\robocam_2017_06_07_01_56_04_301.jpg;-15;0;0;0;144.897;97.42683;0.1191718;162.3157;0.1044796
